order,amount,y
33707.0,1.0,0
33708.0,138.7,0
33708.0,24.9,0
33708.0,76.06,0
33708.0,34.0,0
33708.0,147.42,0
33708.0,1.54,0
33708.0,90.0,0
33709.0,126.88,0
33709.0,15.8,0
33709.0,0.76,0
33709.0,14.97,0
33710.0,141.33,0
33711.0,17.2,0
33712.0,1.29,0
33713.0,459.9,0
33714.0,42.99,0
33716.0,124.0,0
33718.0,4.99,0
33719.0,1.0,0
33719.0,25.9,0
33719.0,29.14,0
33719.0,195.0,0
33720.0,14.99,0
33721.0,36.0,0
33722.0,177.0,0
33722.0,119.79,0
33723.0,3106.41,0
33723.0,41.96,0
33724.0,31.21,0
33724.0,99.5,0
33725.0,3.99,0
33726.0,34.01,0
33726.0,21.57,0
33727.0,5.85,0
33727.0,8.7,0
33728.0,15.0,0
33729.0,12.99,0
33730.0,8.39,0
33730.0,101.48,0
33730.0,15.94,0
33731.0,65.85,0
33731.0,9.99,0
33733.0,3.58,0
33733.0,45.12,0
33733.0,19.95,0
33734.0,10.62,0
33734.0,9.3,0
33735.0,21.57,0
33736.0,4.99,0
33736.0,45.0,0
33737.0,4.4,0
33737.0,3.99,0
33738.0,39.99,0
33738.0,11.99,0
33738.0,1.99,0
33741.0,14.52,0
33742.0,9.99,0
33743.0,0.76,0
33744.0,0.89,0
33745.0,282.3,0
33745.0,175.5,0
33747.0,0.89,0
33749.0,18.0,0
33750.0,1.0,0
33750.0,37.0,0
33752.0,1.29,0
33752.0,0.89,0
33752.0,318.0,0
33753.0,52.0,0
33754.0,61.42,0
33754.0,28.5,0
33755.0,10.0,0
33757.0,72.0,0
33757.0,16.88,0
33757.0,26.2,0
33757.0,22.0,0
33758.0,124.0,0
33758.0,6.51,0
33758.0,13.5,0
33759.0,77.87,0
33759.0,28.45,0
33759.0,77.9,0
33759.0,5.42,0
33759.0,1.98,0
33760.0,37.5,0
33760.0,22.93,0
33761.0,461.05,0
33762.0,25.58,0
33762.0,20.0,0
33762.0,15.98,0
33762.0,14.08,0
33763.0,12.95,0
33763.0,6.07,0
33764.0,1242.35,0
33765.0,59.99,0
33765.0,46.0,0
33765.0,44.2,0
33767.0,22.8,0
33767.0,352.75,0
33767.0,59.99,0
33768.0,87.0,0
33768.0,10.03,0
33771.0,55.9,0
33771.0,7.78,0
33771.0,15.0,0
33771.0,11.5,0
33772.0,1.0,0
33772.0,323.99,0
33772.0,0.77,0
33773.0,11.6,0
33774.0,44.95,0
33774.0,58.2,0
33774.0,5.73,0
33775.0,59.95,0
33775.0,2.69,0
33775.0,8.84,0
33776.0,2.13,0
33776.0,38.5,0
33778.0,7.99,0
33778.0,1.0,0
33779.0,10.0,0
33779.0,5.49,0
33780.0,80.0,0
33781.0,175.28,0
33781.0,42.81,0
33783.0,34.57,0
33783.0,30.2,0
33784.0,1.0,0
33785.0,42.33,0
33785.0,1.79,0
33787.0,49.95,0
33787.0,1.0,0
33788.0,49.95,0
33788.0,109.98,0
33789.0,4.73,0
33789.0,62.98,0
33789.0,32.4,0
33790.0,1.0,0
33790.0,60.9,0
33791.0,99.01,0
33793.0,200.0,0
33794.0,120.62,0
33795.0,32.35,0
33795.0,1.79,0
33795.0,15.0,0
33797.0,69.99,0
33798.0,36.3,0
33799.0,69.53,0
33800.0,2.29,0
33800.0,46.5,0
33801.0,4.0,0
33801.0,1.79,0
33804.0,127.05,0
33804.0,89.0,0
33805.0,492.5,0
33805.0,55.6,0
33805.0,23.06,0
33805.0,411.1,0
33807.0,0.99,0
33807.0,53.0,0
33808.0,55.0,0
33808.0,42.05,0
33808.0,26.0,0
33809.0,72.91,0
33809.0,7.5,0
33809.0,65.06,0
33809.0,1.0,0
33811.0,38.8,0
33812.0,34.95,0
33813.0,3.08,0
33813.0,1.0,0
33814.0,15.21,0
33814.0,10.62,0
33815.0,7.68,0
33816.0,5.0,0
33816.0,16.0,0
33817.0,23.9,0
33817.0,49.75,0
33819.0,121.54,0
33821.0,393.46,0
33822.0,73.35,0
33823.0,14.99,0
33823.0,88.97,0
33824.0,6.99,0
33825.0,34.54,0
33825.0,10.0,0
33825.0,270.06,0
33828.0,21.8,0
33828.0,60.0,0
33829.0,0.89,0
33830.0,707.94,0
33831.0,2087.25,0
33833.0,30.0,0
33833.0,145.14,0
33833.0,19.95,0
33834.0,34.0,0
33835.0,52.81,0
33836.0,0.0,0
33837.0,1.98,0
33837.0,62.05,0
33838.0,151.2,0
33838.0,33.2,0
33838.0,29.99,0
33840.0,29.95,0
33840.0,0.89,0
33841.0,37.0,0
33841.0,22.85,0
33842.0,43.9,0
33844.0,169.58,0
33844.0,60.0,0
33845.0,214.16,0
33845.0,10.7,0
33846.0,284.39,0
33847.0,9.57,0
33847.0,94.92,0
33848.0,3.78,0
33848.0,45.9,0
33848.0,189.98,0
33849.0,15.0,0
33849.0,9.38,0
33850.0,1.79,0
33850.0,31.0,0
33853.0,9.09,0
33854.0,19.95,0
33854.0,7.71,0
33855.0,0.89,0
33855.0,122.02,0
33856.0,16.0,0
33856.0,23.0,0
33859.0,81.0,0
33860.0,3.5,0
33860.0,87.19,0
33860.0,2.28,0
33861.0,21.16,0
33863.0,720.0,0
33864.0,218.0,0
33865.0,1.29,0
33865.0,57.65,0
33865.0,129.47,0
33866.0,120.4,0
33867.0,143.03,0
33867.0,66.0,0
33867.0,1.0,0
33867.0,5.0,0
33869.0,150.0,0
33871.0,89.99,0
33871.0,19.95,0
33872.0,174.83,0
33872.0,4.5,0
33873.0,3.79,0
33873.0,40.59,0
33874.0,19.9,0
33874.0,0.77,0
33874.0,287.6,0
33875.0,0.76,0
33875.0,45.94,0
33876.0,117.99,0
33877.0,100.0,0
33879.0,89.0,0
33879.0,5.37,0
33879.0,11.49,0
33880.0,53.73,0
33880.0,1.29,0
33881.0,0.76,0
33883.0,95.86,0
33883.0,4.78,0
33885.0,28.51,0
33886.0,55.06,0
33886.0,225.0,0
33887.0,15.0,0
33888.0,79.48,0
33888.0,0.99,0
33888.0,21.5,0
33890.0,67.9,0
33890.0,74.0,0
33890.0,19.95,0
33890.0,429.0,0
33891.0,65.75,0
33891.0,23.85,0
33893.0,144.0,0
33894.0,49.99,0
33894.0,25.6,0
33895.0,16.0,0
33895.0,7.5,0
33895.0,49.99,0
33895.0,43.99,0
33896.0,597.75,0
33896.0,14.9,0
33896.0,4.29,0
33897.0,7.98,0
33899.0,240.2,0
33899.0,61.71,0
33901.0,66.09,0
33901.0,194.8,0
33901.0,1.0,0
33902.0,73.25,0
33903.0,0.76,0
33904.0,49.69,0
33904.0,64.73,0
33904.0,59.89,0
33906.0,89.99,0
33906.0,1354.06,0
33907.0,23.92,0
33908.0,72.0,0
33908.0,0.0,0
33910.0,70.97,0
33910.0,118.83,0
33911.0,10.0,0
33911.0,5.37,0
33911.0,58.1,0
33914.0,179.87,0
33914.0,100.0,0
33914.0,12.3,0
33915.0,43.2,0
33916.0,8.36,0
33916.0,305.9,0
33917.0,53.02,0
33918.0,25.28,0
33919.0,383.35,0
33919.0,59.21,0
33920.0,34.89,0
33920.0,55.0,0
33920.0,51.0,0
33921.0,47.5,0
33924.0,150.0,0
33924.0,11.5,0
33925.0,57.0,0
33925.0,12.92,0
33926.0,173.24,0
33927.0,4.78,0
33927.0,3.04,0
33928.0,1.0,0
33928.0,50.0,0
33929.0,19.0,0
33929.0,60.05,0
33930.0,24.0,0
33931.0,37.99,0
33932.0,8.99,0
33932.0,8.7,0
33932.0,148.0,0
33932.0,138.0,0
33933.0,15.58,0
33934.0,1.0,0
33936.0,334.98,0
33936.0,3.09,0
33937.0,1.29,0
33937.0,307.75,0
33937.0,22.75,0
33938.0,236.58,0
33938.0,74.32,0
33939.0,96.26,0
33940.0,50.22,0
33942.0,7.81,0
33942.0,832.35,0
33942.0,5.0,0
33943.0,20.69,0
33943.0,210.09,0
33944.0,1.98,0
33944.0,27.06,0
33944.0,139.7,0
33945.0,23.95,0
33945.0,5.36,0
33946.0,35.9,0
33946.0,25.68,0
33946.0,5.52,0
33947.0,7.37,0
33947.0,12.31,0
33948.0,16.0,0
33948.0,6.02,0
33949.0,0.99,0
33949.0,36.09,0
33951.0,40.0,0
33951.0,59.25,0
33952.0,24.94,0
33953.0,75.46,0
33954.0,1.29,0
33954.0,16.4,0
33955.0,10.0,0
33956.0,325.1,0
33957.0,25.31,0
33957.0,29.0,0
33957.0,0.99,0
33958.0,314.0,0
33958.0,83.58,0
33958.0,35.09,0
33958.0,146.36,0
33958.0,158.0,0
33959.0,109.95,0
33960.0,12.96,0
33960.0,4.5,0
33961.0,55.06,0
33962.0,0.99,0
33962.0,283.9,0
33963.0,196.0,0
33963.0,99.8,0
33964.0,76.8,0
33964.0,1.0,0
33964.0,4.99,0
33965.0,89.99,0
33966.0,6.79,0
33966.0,0.89,0
33966.0,24.99,0
33966.0,4.49,0
33968.0,38.0,0
33968.0,16.99,0
33969.0,110.0,0
33969.0,24.99,0
33971.0,457.95,0
33971.0,69.99,0
33973.0,418.06,0
33973.0,12.0,0
33974.0,125.9,0
33974.0,2.3,0
33975.0,2.0,0
33976.0,385.12,0
33976.0,108.0,0
33978.0,252.3,0
33978.0,140.0,0
33979.0,160.0,0
33979.0,59.65,0
33980.0,10.0,0
33983.0,12.99,0
33983.0,102.84,0
33983.0,34.23,0
33984.0,56.0,0
33984.0,2.0,0
33985.0,79.0,0
33987.0,15.21,0
33987.0,38.43,0
33987.0,30.45,0
33988.0,132.0,0
33990.0,13.45,0
33990.0,22.73,0
33991.0,54.32,0
33991.0,3.79,0
33992.0,21.9,0
33993.0,2.69,0
33994.0,228.0,0
33994.0,13.2,0
33995.0,60.17,0
33995.0,27.61,0
33995.0,83.09,0
33998.0,81.18,0
33998.0,42.0,0
33999.0,57.6,0
33999.0,64.0,0
34000.0,29.95,0
34000.0,76.0,0
34003.0,39.41,0
34004.0,38.0,0
34004.0,1.0,0
34005.0,2.85,0
34006.0,50.0,0
34009.0,1.0,0
34009.0,92.8,0
34009.0,25.0,0
34010.0,49.95,0
34010.0,1.29,0
34010.0,8.95,0
34011.0,40.0,0
34011.0,15.0,0
34012.0,54.9,0
34014.0,28.79,0
34014.0,70.0,0
34014.0,19.95,0
34014.0,22.4,0
34015.0,756.43,0
34016.0,9.38,0
34016.0,11.0,0
34017.0,84.65,0
34018.0,41.88,0
34018.0,53.39,0
34018.0,70.0,0
34018.0,107.82,0
34019.0,2.5,0
34020.0,162.06,0
34020.0,1.0,0
34021.0,22.73,0
34021.0,60.0,0
34022.0,58.0,0
34022.0,26.75,0
34023.0,118.1,0
34024.0,380.8,0
34024.0,60.5,0
34025.0,1400.0,0
34025.0,390.0,0
34025.0,0.76,0
34025.0,59.15,0
34026.0,1.0,0
34027.0,32.0,0
34027.0,75.08,0
34028.0,467.5,0
34029.0,10.0,0
34030.0,5.55,0
34030.0,6.5,0
34031.0,13.2,0
34032.0,5.22,0
34032.0,56.0,0
34033.0,8.7,0
34036.0,47.58,0
34037.0,76.0,0
34037.0,132.0,0
34038.0,74.99,0
34039.0,14.47,0
34039.0,175.0,0
34040.0,39.8,0
34040.0,37.85,0
34041.0,10.0,0
34042.0,2476.23,0
34042.0,128.9,0
34044.0,58.92,0
34045.0,2.0,0
34046.0,1.98,0
34046.0,10.99,0
34046.0,26.55,0
34047.0,215.61,0
34048.0,9.5,0
34048.0,86.91,0
34049.0,59.8,0
34049.0,0.76,0
34050.0,3.51,0
34050.0,88.73,0
34051.0,285.79,0
34052.0,0.76,0
34053.0,3.99,0
34053.0,132.0,0
34054.0,9.99,0
34054.0,28.5,0
34054.0,23.5,0
34054.0,9.99,0
34055.0,33.12,0
34056.0,9.99,0
34058.0,15.35,0
34059.0,11.5,0
34059.0,9.99,0
34062.0,2.99,0
34063.0,1.98,0
34063.0,4140.2,0
34063.0,33.5,0
34063.0,1.79,0
34064.0,2525.8,0
34065.0,1.0,0
34066.0,21.08,0
34067.0,139.38,0
34068.0,75.0,0
34068.0,43.47,0
34069.0,0.79,0
34072.0,49.99,0
34073.0,1.29,0
34073.0,1.79,0
34074.0,93.8,0
34075.0,15.75,0
34076.0,296.94,0
34076.0,23.31,0
34077.0,370.0,0
34078.0,5.5,0
34078.0,40.97,0
34079.0,29.9,0
34082.0,21.4,0
34083.0,29.0,0
34083.0,91.2,0
34086.0,3.76,0
34086.0,61.0,0
34087.0,12.0,0
34088.0,0.89,0
34090.0,24.0,0
34090.0,120.4,0
34090.0,55.9,0
34090.0,14.94,0
34091.0,47.64,0
34091.0,35.0,0
34093.0,220.0,0
34095.0,36.97,0
34095.0,132.75,0
34095.0,5.77,0
34096.0,5.51,0
34096.0,41.95,0
34098.0,29.99,0
34098.0,138.67,0
34098.0,181.45,0
34098.0,2.5,0
34098.0,65.0,0
34099.0,8.2,0
34100.0,360.0,0
34100.0,39.95,0
34102.0,92.0,0
34104.0,82.4,0
34107.0,11.5,0
34108.0,101.65,0
34109.0,9.48,0
34109.0,8.72,0
34109.0,120.0,0
34110.0,55.61,0
34110.0,1.79,0
34111.0,12.89,0
34112.0,225.0,0
34112.0,2.67,0
34112.0,93.9,0
34114.0,87.29,0
34114.0,10.0,0
34114.0,367.05,0
34115.0,152.0,0
34115.0,1.0,0
34118.0,76.0,0
34121.0,25.0,0
34121.0,1.9,0
34122.0,107.8,0
34122.0,23.98,0
34123.0,28.56,0
34124.0,42.01,0
34124.0,10.92,0
34124.0,160.0,0
34125.0,378.3,0
34125.0,468.07,0
34126.0,3.12,0
34128.0,0.38,0
34129.0,2.69,0
34129.0,116.0,0
34131.0,5.37,0
34131.0,1.78,0
34132.0,98.99,0
34132.0,11.5,0
34132.0,1.0,0
34132.0,90.0,0
34133.0,434.96,0
34134.0,9.99,0
34135.0,129.7,0
34136.0,277.4,0
34136.0,1.98,0
34136.0,1.98,0
34136.0,9.6,0
34138.0,257.11,0
34140.0,18.15,0
34141.0,19.36,0
34142.0,53.75,0
34143.0,12.0,0
34145.0,220.0,0
34145.0,1.98,0
34145.0,54.95,0
34146.0,41.42,0
34147.0,5.9,0
34149.0,42.9,0
34149.0,382.5,0
34150.0,19.68,0
34150.0,8.99,0
34150.0,213.25,0
34152.0,67.94,0
34152.0,50.0,0
34154.0,66.0,0
34155.0,168.3,0
34155.0,23.95,0
34156.0,3.9,0
34157.0,10.49,0
34157.0,9.59,0
34158.0,20.0,0
34158.0,19.99,0
34159.0,708.99,0
34160.0,15.0,0
34161.0,7.8,0
34163.0,14.03,0
34164.0,8.94,0
34164.0,688.0,0
34165.0,66.0,0
34165.0,2.69,0
34165.0,45.0,0
34166.0,1.0,0
34167.0,19.94,0
34167.0,190.0,0
34167.0,36.06,0
34168.0,54.95,0
34168.0,9.81,0
34169.0,1.0,0
34169.0,9.99,0
34171.0,23.99,0
34171.0,9.99,0
34172.0,2.24,0
34174.0,179.7,0
34174.0,9.99,0
34174.0,0.42,0
34176.0,125.8,0
34176.0,15.0,0
34177.0,40.59,0
34178.0,5.0,0
34179.0,0.89,0
34179.0,48.39,0
34180.0,7.99,0
34180.0,49.26,0
34181.0,89.99,0
34183.0,40.69,0
34184.0,147.72,0
34184.0,20.0,0
34184.0,158.0,0
34186.0,400.0,0
34186.0,146.25,0
34188.0,44.67,0
34189.0,38.21,0
34189.0,112.98,0
34190.0,6.83,0
34190.0,4.99,0
34193.0,15.0,0
34193.0,100.0,0
34194.0,89.95,0
34195.0,83.87,0
34196.0,5.58,0
34196.0,22.0,0
34196.0,34.8,0
34197.0,7.99,0
34200.0,1.79,0
34201.0,9.34,0
34202.0,1.99,0
34203.0,64.99,0
34203.0,24.0,0
34203.0,55.95,0
34203.0,3.53,0
34204.0,18.95,0
34206.0,41.8,0
34207.0,9.23,0
34207.0,228.0,0
34208.0,152.65,0
34208.0,1.0,0
34210.0,29.99,0
34211.0,10.0,0
34211.0,136.32,0
34212.0,1.98,0
34212.0,97.36,0
34213.0,300.0,0
34214.0,53.22,0
34215.0,88.0,0
34215.0,170.0,0
34216.0,1.98,0
34216.0,13.67,0
34216.0,50.0,0
34216.0,26.99,0
34217.0,250.0,0
34218.0,49.95,0
34219.0,7.5,0
34219.0,26.5,0
34221.0,0.0,0
34221.0,191.12,0
34222.0,1.54,0
34222.0,23.51,0
34222.0,200.83,0
34224.0,11.5,0
34225.0,10.0,0
34225.0,1.79,0
34225.0,3.58,0
34225.0,707.94,0
34226.0,405.26,0
34226.0,35.95,0
34226.0,5.0,0
34227.0,806.95,0
34228.0,15.0,0
34229.0,82.46,0
34231.0,17.06,0
34232.0,741.72,0
34232.0,19.9,0
34232.0,34.57,0
34233.0,69.8,0
34233.0,50.0,0
34233.0,15.0,0
34234.0,300.0,0
34234.0,1.0,0
34234.0,64.89,0
34235.0,1.0,0
34236.0,753.96,0
34236.0,15.0,0
34237.0,1015.93,0
34238.0,42.31,0
34238.0,4.0,0
34238.0,10.03,0
34238.0,6.85,0
34239.0,0.99,0
34242.0,60.85,0
34242.0,10.0,0
34243.0,767.45,0
34243.0,64.25,0
34244.0,5.99,0
34245.0,30.0,0
34245.0,6.42,0
34246.0,339.01,0
34246.0,13.7,0
34246.0,205.95,0
34247.0,4.49,0
34247.0,12.0,0
34249.0,1.0,0
34250.0,4.78,0
34250.0,218.0,0
34250.0,18.39,0
34251.0,29.95,0
34251.0,39.4,0
34251.0,44.95,0
34252.0,18.45,0
34252.0,137.55,0
34252.0,20.13,0
34253.0,1.0,0
34253.0,89.0,0
34254.0,121.0,0
34254.0,2.67,0
34254.0,144.17,0
34255.0,41.03,0
34255.0,444.22,0
34256.0,1.0,0
34256.0,0.89,0
34256.0,19.02,1
34258.0,1.98,0
34258.0,26.29,0
34258.0,1.29,0
34258.0,29.56,0
34260.0,1.78,0
34261.0,139.0,0
34262.0,2.99,0
34263.0,26.29,0
34263.0,1.0,0
34263.0,2.31,0
34263.0,2.24,0
34263.0,2.23,0
34265.0,379.95,0
34265.0,430.0,0
34265.0,36.66,0
34266.0,10.03,0
34267.0,55.8,0
34268.0,1.0,0
34268.0,74.99,0
34270.0,66.1,0
34271.0,100.0,0
34272.0,40.5,0
34272.0,105.0,0
34273.0,305.3,0
34273.0,10.0,0
34274.0,2.97,0
34275.0,222.49,0
34275.0,1.0,0
34276.0,134.2,0
34276.0,4.0,0
34277.0,108.7,0
34278.0,150.0,0
34279.0,3.6,0
34280.0,32.0,0
34281.0,1121.37,0
34281.0,6.76,0
34282.0,89.98,0
34282.0,10.8,0
34282.0,30.58,0
34282.0,0.89,0
34283.0,22.0,0
34284.0,99.17,0
34285.0,3.98,0
34285.0,3.0,0
34286.0,112.4,0
34288.0,25.0,0
34289.0,38.0,0
34289.0,299.12,0
34289.0,45.0,0
34289.0,5.99,0
34289.0,24.99,0
34290.0,66.93,0
34291.0,111.16,0
34291.0,25.0,0
34292.0,2.0,0
34292.0,5.63,0
34293.0,19.0,0
34293.0,25.0,0
34294.0,59.5,0
34294.0,4.99,0
34295.0,10.5,0
34295.0,1.0,0
34298.0,348.42,0
34298.0,3.81,0
34298.0,29.95,0
34298.0,52.9,0
34299.0,60.0,0
34299.0,105.24,0
34300.0,29.95,0
34300.0,37.16,0
34301.0,25.74,0
34301.0,40.8,0
34302.0,41.97,0
34302.0,17.33,0
34302.0,286.77,0
34303.0,16.75,0
34303.0,9.0,0
34304.0,58.6,0
34305.0,0.39,0
34305.0,70.0,0
34305.0,5.16,0
34306.0,89.7,0
34306.0,85.55,0
34306.0,40.5,0
34306.0,18.96,0
34307.0,486.85,0
34307.0,131.67,0
34311.0,168.0,0
34311.0,126.0,0
34312.0,112.71,0
34312.0,11.99,0
34312.0,46.6,0
34313.0,43.0,0
34313.0,66.0,0
34314.0,43.5,0
34314.0,180.87,0
34314.0,75.07,0
34315.0,22.0,0
34316.0,13.28,0
34317.0,15.0,0
34317.0,9.99,0
34317.0,9.99,0
34317.0,13.45,0
34317.0,13.45,0
34317.0,19.0,0
34318.0,66.91,0
34319.0,2.0,0
34320.0,0.76,0
34320.0,10.0,0
34321.0,69.56,0
34321.0,11.8,0
34322.0,18.0,0
34323.0,10.4,0
34326.0,50.0,0
34326.0,234.85,0
34326.0,60.0,0
34327.0,12.06,0
34328.0,29.92,0
34329.0,98.1,0
34329.0,22.99,0
34329.0,7.58,0
34331.0,55.84,0
34331.0,5.75,0
34332.0,5.45,0
34333.0,8.06,0
34334.0,21.96,0
34335.0,362.32,0
34336.0,100.0,0
34336.0,242.78,0
34336.0,494.96,0
34336.0,41.0,0
34336.0,57.77,0
34338.0,2.68,0
34338.0,8.93,0
34339.0,2.0,0
34339.0,41.51,0
34342.0,24.95,0
34342.0,127.4,0
34342.0,1.79,0
34342.0,699.0,0
34343.0,15.0,0
34344.0,1.99,0
34344.0,36.36,0
34346.0,1.98,0
34347.0,10.95,0
34347.0,368.2,0
34348.0,12.0,0
34349.0,12.39,0
34349.0,19.98,0
34349.0,1075.38,0
34349.0,62.97,0
34350.0,27.25,0
34351.0,42.5,0
34352.0,298.4,0
34352.0,101.0,0
34355.0,0.36,0
34355.0,3.57,0
34355.0,28.8,0
34355.0,24.0,0
34356.0,224.9,0
34357.0,14.71,0
34357.0,17.99,0
34357.0,26.58,0
34357.0,37.88,0
34357.0,8.99,0
34357.0,226.75,0
34358.0,10.0,0
34358.0,8.36,0
34358.0,417.45,0
34360.0,2.0,0
34362.0,1.98,0
34362.0,158.0,0
34362.0,14.0,0
34363.0,376.5,0
34363.0,1.0,0
34364.0,1.0,0
34365.0,11.05,0
34365.0,37.8,0
34366.0,15.0,0
34367.0,162.78,0
34367.0,1.0,0
34367.0,5.0,0
34368.0,63.0,0
34368.0,300.0,0
34368.0,201.95,0
34368.0,162.38,0
34369.0,68.73,0
34370.0,5.52,0
34371.0,19.95,0
34371.0,65.0,0
34372.0,1050.45,0
34373.0,311.04,0
34373.0,11.5,0
34374.0,65.9,0
34374.0,1.0,0
34374.0,1.0,0
34376.0,24.99,0
34377.0,0.89,0
34378.0,137.7,0
34379.0,43.25,0
34380.0,8.12,0
34380.0,1.79,0
34382.0,850.0,0
34382.0,374.47,0
34383.0,41.85,0
34385.0,6.28,0
34386.0,1.98,0
34389.0,24.95,0
34390.0,68.9,0
34391.0,46.99,0
34391.0,9.18,0
34392.0,2135.9,0
34392.0,3.56,0
34393.0,49.95,0
34393.0,8.98,0
34393.0,34.66,0
34395.0,2.0,0
34395.0,54.48,0
34398.0,1.98,0
34398.0,269.97,0
34398.0,4.0,0
34400.0,2.28,0
34401.0,190.0,0
34401.0,35.0,0
34401.0,8.36,0
34401.0,242.32,0
34404.0,49.98,0
34404.0,129.21,0
34405.0,81.36,0
34406.0,84.65,0
34407.0,199.0,0
34408.0,125.9,0
34409.0,10.0,0
34411.0,1.0,0
34411.0,746.64,0
34411.0,28.75,0
34411.0,1.98,0
34412.0,1.79,0
34412.0,135.0,0
34412.0,59.99,0
34413.0,0.99,0
34414.0,70.0,0
34414.0,2.69,0
34414.0,120.0,0
34414.0,43.84,0
34415.0,50.0,0
34416.0,2.0,0
34416.0,1.78,0
34417.0,60.0,0
34417.0,422.17,0
34418.0,153.3,0
34419.0,120.0,0
34420.0,71.0,0
34420.0,40.0,0
34421.0,160.37,0
34421.0,111.15,0
34423.0,19.95,0
34423.0,9.42,0
34423.0,50.98,0
34426.0,9.99,0
34426.0,57.88,0
34427.0,1.0,0
34428.0,1.5,0
34429.0,320.0,0
34430.0,16.38,0
34431.0,24.95,0
34431.0,2.0,0
34431.0,89.95,0
34431.0,0.15,0
34432.0,238.98,0
34433.0,7.68,0
34434.0,0.89,0
34434.0,37.5,0
34435.0,23.59,0
34435.0,39.8,0
34436.0,676.81,0
34436.0,13.99,0
34437.0,10.65,0
34439.0,65.85,0
34442.0,6.25,0
34442.0,41.85,0
34442.0,14.2,0
34443.0,3.49,0
34444.0,12.0,0
34445.0,44.95,0
34445.0,3.25,0
34445.0,62.65,0
34445.0,89.99,0
34446.0,74.21,0
34446.0,69.99,0
34448.0,3.87,0
34449.0,10.44,0
34450.0,20.0,0
34452.0,681.65,0
34452.0,2.0,0
34452.0,99.0,0
34452.0,29.56,0
34454.0,30.33,0
34454.0,53.45,0
34455.0,0.89,0
34457.0,89.99,0
34457.0,77.51,0
34458.0,153.0,0
34459.0,89.99,0
34460.0,111.3,0
34460.0,43.95,0
34461.0,23.74,0
34463.0,125.0,0
34464.0,12.23,0
34465.0,32.0,0
34465.0,1.0,0
34466.0,303.55,0
34466.0,294.0,0
34467.0,85.04,0
34467.0,23.95,0
34468.0,63.0,0
34468.0,22.75,0
34470.0,9.99,0
34470.0,10.0,0
34470.0,3.69,0
34471.0,1.0,0
34473.0,1598.4,0
34474.0,99.0,0
34475.0,275.0,0
34476.0,15.0,0
34477.0,34.16,0
34477.0,87.0,0
34479.0,4.92,0
34481.0,20.0,0
34481.0,11.98,0
34482.0,60.1,0
34482.0,1754.55,0
34482.0,0.0,0
34482.0,40.0,0
34483.0,1.79,0
34483.0,30.99,0
34484.0,215.61,0
34485.0,10.94,0
34485.0,448.7,0
34487.0,63.23,0
34487.0,51.0,0
34487.0,38.85,0
34487.0,3.65,0
34487.0,7.05,0
34488.0,136.88,0
34489.0,3.05,0
34490.0,54.95,0
34491.0,18.47,0
34494.0,2.69,0
34495.0,1.79,0
34496.0,0.76,0
34496.0,25.4,0
34496.0,63.89,0
34497.0,103.61,0
34498.0,13.08,0
34498.0,40.0,0
34501.0,43.25,0
34502.0,8.0,0
34503.0,17.99,0
34504.0,216.27,0
34504.0,11.5,0
34505.0,0.99,0
34505.0,3.71,0
34505.0,1.14,0
34506.0,15.77,0
34506.0,70.65,0
34506.0,28.0,0
34507.0,10.65,0
34508.0,200.0,0
34508.0,50.0,0
34510.0,29.95,0
34510.0,26.29,0
34511.0,9.99,0
34511.0,299.0,0
34512.0,15.0,0
34514.0,50.0,0
34515.0,0.89,0
34516.0,153.0,0
34517.0,29.56,0
34517.0,6.99,0
34519.0,9.99,0
34519.0,14.42,0
34519.0,23.0,0
34520.0,45.0,0
34520.0,97.9,0
34521.0,1.52,1
34521.0,68.0,0
34522.0,0.0,0
34523.0,123.99,0
34524.0,276.43,0
34525.0,99.98,0
34526.0,17.99,0
34526.0,371.2,0
34527.0,37.99,0
34527.0,171.18,0
34529.0,50.0,0
34529.0,42.6,0
34529.0,48.9,0
34530.0,2.35,0
34530.0,1.46,0
34530.0,2.95,0
34531.0,57.0,0
34531.0,61.0,0
34531.0,4.54,0
34532.0,57.62,0
34533.0,24.37,0
34533.0,58.31,0
34534.0,22.0,0
34534.0,35.0,0
34534.0,10.99,0
34535.0,28.52,0
34536.0,1.0,0
34536.0,59.7,0
34537.0,19.72,0
34537.0,899.01,0
34537.0,899.01,0
34537.0,29.0,0
34537.0,60.57,0
34537.0,5.49,0
34537.0,108.34,0
34538.0,49.5,0
34538.0,15.5,0
34540.0,2.99,0
34540.0,117.0,0
34541.0,5.09,0
34541.0,60.0,0
34541.0,280.0,0
34541.0,4.0,0
34542.0,12.5,0
34543.0,27.0,0
34543.0,5.4,0
34543.0,95.0,0
34543.0,10.0,0
34544.0,0.27,0
34544.0,24.99,0
34545.0,99.0,0
34545.0,7.99,0
34545.0,55.35,0
34546.0,101.5,0
34546.0,0.92,0
34546.0,149.0,0
34547.0,100.0,0
34547.0,54.99,0
34548.0,14.4,0
34548.0,48.79,0
34549.0,138.2,0
34549.0,60.0,0
34549.0,38.36,0
34549.0,20.0,0
34549.0,20.84,0
34550.0,13.09,0
34552.0,59.9,0
34552.0,82.7,0
34552.0,1.29,0
34552.0,23.0,0
34553.0,263.99,0
34555.0,25.24,0
34555.0,29.0,0
34555.0,1.0,0
34556.0,38.42,0
34556.0,0.0,0
34558.0,166.04,0
34558.0,28.75,0
34559.0,125.9,0
34560.0,1.29,0
