row_id,order,amount,y
3032620,1099734,15.0,0
3032621,1099782,59.0,0
3032622,1099797,75.0,0
3032623,1099807,50.0,0
3032624,1099883,100.0,0
3032625,1099886,77.0,0
3032626,1099889,129.95,0
3032627,1099908,35.95,0
3032628,1099942,59.0,0
3032629,1099951,80.0,0
3032630,1099970,25.95,0
3032631,1099990,219.95,0
3032632,1099991,75.0,0
3032633,1099992,25.52,0
3032634,1099995,50.0,0
3032635,1100029,36.95,0
3032636,1100031,30.95,0
3032637,1100060,25.0,0
3032638,1100063,789.94,0
3032639,1100066,884.0,0
3032640,1100086,431.22,0
3032641,1100106,100.0,0
3032642,1100106,72.95,0
3032643,1100134,100.0,0
3032644,1100166,107.95,0
3032645,1100178,49.0,0
3032646,1100190,59.0,0
3032647,1100246,8.0,0
3032648,1100259,57.95,0
3032649,1100283,47.95,0
3032650,1100332,25.95,0
3032651,1100348,214.95,0
3032652,1100356,50.0,0
3032653,1100373,49.0,0
3032654,1100388,171.0,0
3032655,1100391,43.95,0
3032656,1100391,117.0,0
3032657,1100405,100.0,0
3032658,1100416,39.0,0
3032659,1100418,319.95,0
3032660,1100426,67.95,0
3032661,1100430,100.0,0
3032662,1100432,21.0,0
3032663,1100443,300.0,0
3032664,1100454,39.0,0
3032665,1100455,58.5,0
3032666,1100483,300.0,0
3032667,1100484,50.0,0
3032668,1100493,25.0,0
3032669,1100501,107.95,0
3032670,1100503,40.693,1
3032671,1100523,59.0,0
3032672,1100529,14.808,0
3032673,1100534,50.0,0
3032674,1100552,29.0,0
3032675,1100564,117.0,0
3032676,1100596,100.0,0
3032677,1100605,1000.0,0
3032678,1100620,209.95,0
3032679,1100625,14.808,0
3032680,1100638,25.0,0
3032681,1100671,39.0,0
3032682,1100672,29.0,0
3032683,1100672,50.0,0
3032684,1100675,35.95,0
3032685,1100694,43.95,0
3032686,1100695,311.95,0
3032687,1100701,30.0,0
3032688,1100704,58.97,0
3032689,1100736,36.95,0
3032690,1100739,59.0,0
3032691,1100742,25.0,0
3032692,1100749,213.95,0
3032693,1100749,49.0,0
3032694,1100753,75.0,0
3032695,1100760,92.0,0
3032696,1100784,150.0,0
3032697,1100794,14.692,0
3032698,1100855,59.0,0
3032699,1100881,49.0,0
3032700,1100887,117.85,0
3032701,1100913,107.95,0
3032702,1100917,150.0,0
3032703,1100928,24.0,0
3032704,1100936,70.0,0
3032705,1100960,150.0,0
3032706,1100961,100.0,0
3032707,1100964,34.0,0
3032708,1100979,200.0,0
3032709,1100979,167.0,0
3032710,1100983,29.0,0
3032711,1100987,15.0,0
3032712,1100991,844.95,0
3032713,1101021,117.0,0
3032714,1101024,208.0,0
3032715,1101051,226.0,0
3032716,1101055,107.95,0
3032717,1101112,200.0,0
3032718,1101114,37.429,0
3032719,1101115,200.0,0
3032720,1101122,167.0,0
3032721,1101124,50.0,0
3032722,1101174,57.95,0
3032723,1101182,59.0,0
3032724,1101208,50.0,0
3032725,1101226,40.0,0
3032726,1101237,23.203,0
3032727,1101245,136.44,0
3032728,1101246,50.0,0
3032729,1101247,57.95,0
3032730,1101250,117.0,0
3032731,1101252,117.0,0
3032732,1101260,25.0,0
3032733,1101280,117.0,1
3032734,1101281,40.0,0
3032735,1101297,150.0,0
3032736,1101312,134.95,0
3032737,1101342,675.0,0
3032738,1101368,108.5,0
3032739,1101382,40.0,0
3032740,1101391,57.95,0
3032741,1101410,93.863,0
3032742,1101434,13.292,0
3032743,1101434,57.95,0
3032744,1101454,57.95,0
3032745,1101456,53.97,0
3032746,1101462,200.0,0
3032747,1101464,60.0,0
3032748,1101473,60.0,0
3032749,1101489,141.0,0
3032750,1101492,40.0,0
3032751,1101494,550.0,0
3032752,1101515,75.0,0
3032753,1101520,57.95,0
3032754,1101532,80.0,0
3032755,1101532,150.0,0
3032756,1101574,100.0,0
3032757,1101579,300.0,0
3032758,1101585,47.95,0
3032759,1101590,335.0,0
3032760,1101600,110.25,0
3032761,1101623,24.0,0
3032762,1101629,53.95,0
3032763,1101631,40.0,0
3032764,1101636,226.0,0
3032765,1101639,49.0,0
3032766,1101649,47.95,0
3032767,1101649,675.0,0
3032768,1101664,335.0,0
3032769,1101676,885.34,0
3032770,1101701,114.95,0
3032771,1101704,125.0,0
3032772,1101714,400.0,0
3032773,1101727,323.0,0
3032774,1101727,171.0,0
3032775,1101746,30.95,0
3032776,1101766,50.0,0
3032777,1101770,100.0,0
3032778,1101777,107.95,0
3032779,1101779,117.0,0
3032780,1101818,200.0,0
3032781,1101858,63.95,0
3032782,1101875,59.0,0
3032783,1101885,125.0,0
3032784,1101889,92.0,0
3032785,1101908,29.5,0
3032786,1101933,87.0,0
3032787,1101935,50.0,0
3032788,1101945,49.0,0
3032789,1101963,46.5,0
3032790,1102014,100.0,0
3032791,1102032,55.0,0
3032792,1102055,100.0,0
3032793,1102064,97.0,0
3032794,1102064,117.0,0
3032795,1102082,100.0,0
3032796,1102119,117.0,0
3032797,1102162,664.0,0
3032798,1102179,108.5,0
3032799,1102184,18.19,0
3032800,1102188,722.47,0
3032801,1102189,92.0,0
3032802,1102192,260.484,0
3032803,1102202,50.0,0
3032804,1102206,59.0,0
3032805,1102212,44.5,0
3032806,1102212,125.0,0
3032807,1102217,25.95,0
3032808,1102236,48.95,0
3032809,1102257,209.95,0
3032810,1102258,335.0,0
3032811,1102261,50.0,0
3032812,1102268,50.0,0
3032813,1102270,150.0,0
3032814,1102283,25.0,0
3032815,1102310,317.5,0
3032816,1102330,226.0,0
3032817,1102339,30.0,0
3032818,1102353,468.95,0
3032819,1102357,25.0,0
3032820,1102383,100.0,0
3032821,1102387,59.0,0
3032822,1102390,75.0,0
3032823,1102397,130.0,0
3032824,1102432,75.0,0
3032825,1102448,100.0,0
3032826,1102450,25.0,0
3032827,1102467,40.0,0
3032828,1102471,50.0,0
3032829,1102472,15.0,0
3032830,1102506,87.99,0
3032831,1102527,150.0,0
3032832,1102535,50.0,0
3032833,1102561,100.0,0
3032834,1102576,150.0,0
3032835,1102590,30.95,0
3032836,1102603,222.0,0
3032837,1102614,2784.35,0
3032838,1102649,30.95,0
3032839,1102651,160.95,0
3032840,1102653,294.96,0
3032841,1102674,117.0,0
3032842,1102692,30.0,0
3032843,1102697,51.304,0
3032844,1102715,53.97,0
3032845,1102715,59.0,0
3032846,1102724,280.0,0
3032847,1102739,75.0,0
3032848,1102742,200.0,0
3032849,1102749,159.95,0
3032850,1102749,59.0,0
3032851,1102760,366.01,0
3032852,1102778,100.0,0
3032853,1102780,312.0,0
3032854,1102785,59.0,0
3032855,1102799,59.0,0
3032856,1102805,434.95,0
3032857,1102807,209.95,0
3032858,1102830,77.95,0
3032859,1102871,114.95,0
3032860,1102896,30.95,0
3032861,1102897,100.0,0
3032862,1102899,114.95,0
3032863,1102903,184.122,1
3032864,1102914,97.0,0
3032865,1102918,50.0,0
3032866,1102920,107.95,0
3032867,1102926,55.036,0
3032868,1102934,77.95,0
3032869,1102947,25.95,0
3032870,1102959,184.122,1
3032871,1102963,1104.0,0
3032872,1102976,150.0,0
3032873,1102987,39.0,0
3032874,1102990,49.0,0
3032875,1103006,59.0,0
3032876,1103012,67.95,0
3032877,1103030,107.95,0
3032878,1103063,49.0,0
3032879,1103072,107.0,0
3032880,1103132,50.0,0
3032881,1103140,47.95,0
3032882,1103146,35.0,0
3032883,1103173,30.0,0
3032884,1103181,34.0,0
3032885,1103186,150.0,0
3032886,1103190,107.95,0
3032887,1103202,35.0,0
3032888,1103206,100.0,0
3032889,1103235,61.5,0
3032890,1103263,30.0,0
3032891,1103276,73.0,0
3032892,1103307,171.0,0
3032893,1103307,28.0,0
3032894,1103316,42.95,0
3032895,1103331,100.0,0
3032896,1103335,54.5,0
3032897,1103345,100.0,0
3032898,1103371,40.0,0
3032899,1103395,184.122,1
3032900,1103397,57.95,0
3032901,1103418,554.0,0
3032902,1103422,50.0,0
3032903,1103448,40.0,0
3032904,1103460,182.0,0
3032905,1103463,50.0,0
3032906,1103466,171.0,0
3032907,1103466,50.196,0
3032908,1103475,25.95,0
3032909,1103476,150.0,0
3032910,1103489,29.0,0
3032911,1103504,171.0,1
3032912,1103510,15.0,0
3032913,1103521,103.541,0
3032914,1103541,335.0,0
3032915,1103541,40.0,0
3032916,1103543,424.46,0
3032917,1103546,100.0,0
3032918,1103550,49.0,0
3032919,1103551,150.0,0
3032920,1103585,58.95,0
3032921,1103618,57.95,0
3032922,1103625,50.0,0
3032923,1103657,171.0,0
3032924,1103657,18.19,0
3032925,1103677,182.0,0
3032926,1103679,75.0,0
3032927,1103687,98.95,0
3032928,1103699,39.0,0
3032929,1103717,221.99,0
3032930,1103725,171.0,0
3032931,1103753,75.0,0
3032932,1103756,161.0,0
3032933,1103802,117.0,0
3032934,1103805,84.826,0
3032935,1103823,200.0,0
3032936,1103855,25.0,0
3032937,1103861,34.0,0
3032938,1103862,117.0,0
3032939,1103875,56.668,0
3032940,1103900,59.0,0
3032941,1103905,32.007,0
3032942,1103915,25.0,0
3032943,1103923,100.0,0
3032944,1103933,75.0,0
3032945,1103973,150.0,0
3032946,1103977,30.95,0
3032947,1103997,39.95,0
3032948,1104001,49.0,0
3032949,1104004,171.0,0
3032950,1104006,29.0,0
3032951,1104024,200.0,0
3032952,1104024,117.0,0
3032953,1104044,56.5,0
3032954,1104057,25.419,0
3032955,1104076,117.0,0
3032956,1104100,100.0,0
3032957,1104101,50.0,0
3032958,1104120,50.0,0
3032959,1104167,100.0,0
3032960,1104168,82.0,0
3032961,1104175,50.0,0
3032962,1104180,75.0,0
3032963,1104198,25.0,0
3032964,1104200,159.95,0
3032965,1104211,100.0,0
3032966,1104246,107.95,0
3032967,1104257,196.0,0
3032968,1104281,150.0,0
3032969,1104304,49.95,0
3032970,1104305,67.95,0
3032971,1104309,50.0,0
3032972,1104311,44.5,0
3032973,1104337,15.95,0
3032974,1104345,117.0,0
3032975,1104352,280.0,0
3032976,1104362,201.95,0
3032977,1104381,39.0,0
3032978,1104386,25.0,0
3032979,1104397,75.0,0
3032980,1104401,39.0,0
3032981,1104406,374.95,0
3032982,1104408,15.0,0
3032983,1104417,97.0,0
3032984,1104436,9.095,0
3032985,1104439,59.0,0
3032986,1104447,171.0,0
3032987,1104478,87.99,0
3032988,1104493,415.23,0
3032989,1104508,40.0,0
3032990,1104527,44.0,0
3032991,1104532,756.95,0
3032992,1104537,30.95,0
3032993,1104541,75.0,0
3032994,1104552,100.0,0
3032995,1104597,40.0,0
3032996,1104598,46.5,0
3032997,1104606,77.0,0
3032998,1104631,25.0,0
3032999,1104644,29.0,0
3033000,1104653,59.0,0
3033001,1104665,171.0,0
3033002,1104684,117.0,0
3033003,1104693,250.0,0
3033004,1104732,78.97,0
3033005,1104738,50.0,0
3033006,1104743,794.95,0
3033007,1104752,30.0,0
3033008,1104773,20.0,0
3033009,1104792,182.0,0
3033010,1104822,179.95,0
3033011,1104822,32.0,0
3033012,1104823,25.535,0
3033013,1104830,29.0,0
3033014,1104842,77.0,0
3033015,1104844,117.0,0
3033016,1104848,62.032,0
3033017,1104853,39.0,0
3033018,1104857,34.0,0
3033019,1104857,25.0,0
3033020,1104859,250.0,0
3033021,1104860,107.95,0
3033022,1104867,57.95,0
3033023,1104870,1842.95,0
3033024,1104882,30.95,0
3033025,1104885,80.804,0
3033026,1104941,50.0,0
3033027,1104973,311.95,0
3033028,1104977,200.0,0
3033029,1104982,54.5,0
3033030,1105011,10.0,0
3033031,1105017,100.0,0
3033032,1105020,100.0,0
3033033,1105027,450.0,0
3033034,1105031,100.0,0
3033035,1105049,20.522,0
3033036,1105057,450.0,0
3033037,1105076,33.0,0
3033038,1105081,102.0,0
3033039,1105103,380.95,0
3033040,1105115,450.0,0
3033041,1105116,734.47,0
3033042,1105133,107.95,0
3033043,1105140,50.0,0
3033044,1105143,117.0,0
3033045,1105153,59.0,0
3033046,1105163,40.0,0
3033047,1105165,311.95,0
3033048,1105171,250.0,0
3033049,1105179,51.421,0
3033050,1105183,100.0,0
3033051,1105185,100.0,0
3033052,1105207,300.0,0
3033053,1105212,70.95,0
3033054,1105225,107.95,0
3033055,1105228,171.0,0
3033056,1105237,300.0,0
3033057,1105243,107.855,0
3033058,1105263,21.0,0
3033059,1105267,100.0,0
3033060,1105283,117.0,0
3033061,1105299,15.0,0
3033062,1105300,272.79,0
3033063,1105302,59.0,0
3033064,1105303,150.0,0
3033065,1105313,25.0,0
3033066,1105318,105.95,0
3033067,1105359,25.0,0
3033068,1105359,134.95,0
3033069,1105379,932.0,0
3033070,1105383,53.95,0
3033071,1105405,15.741,0
3033072,1105411,57.95,0
3033073,1105413,300.0,0
3033074,1105415,59.0,0
3033075,1105423,67.95,0
3033076,1105431,100.0,0
3033077,1105462,42.676,0
3033078,1105463,300.0,0
3033079,1105463,150.0,0
3033080,1105498,82.95,0
3033081,1105527,100.0,0
3033082,1105540,30.95,0
3033083,1105550,57.95,0
3033084,1105552,27.518,0
3033085,1105567,54.5,0
3033086,1105573,73.0,0
3033087,1105580,117.533,0
3033088,1105586,57.95,0
3033089,1105591,75.0,0
3033090,1105600,100.0,0
3033091,1105602,97.0,0
3033092,1105603,25.95,0
3033093,1105645,100.0,0
3033094,1105651,25.0,0
3033095,1105659,300.0,0
3033096,1105662,150.88,0
3033097,1105670,171.0,0
3033098,1105675,27.518,0
3033099,1105677,100.0,0
3033100,1105747,171.0,0
3033101,1105757,722.47,0
3033102,1105779,150.88,0
3033103,1105793,100.0,0
3033104,1105796,77.0,0
3033105,1105805,97.0,0
3033106,1105825,2547.47,0
3033107,1105856,75.0,0
3033108,1105859,29.0,0
3033109,1105860,250.0,0
3033110,1105864,59.0,0
3033111,1105874,112.99,0
3033112,1105881,109.36,0
3033113,1105886,24.0,0
3033114,1105922,59.0,0
3033115,1105923,200.0,0
3033116,1105936,50.0,0
3033117,1105946,59.0,0
3033118,1105952,30.95,0
3033119,1105970,30.95,0
3033120,1105972,75.0,0
3033121,1105981,500.0,0
3033122,1105990,50.0,0
3033123,1106010,53.97,0
3033124,1106030,150.0,0
3033125,1106033,77.0,0
3033126,1106042,128.26,0
3033127,1106043,100.0,0
3033128,1106055,100.0,0
3033129,1106070,92.0,0
3033130,1106070,200.0,0
3033131,1106079,1332.5,0
3033132,1106090,939.95,0
3033133,1106093,92.0,0
3033134,1106105,35.95,0
3033135,1106110,100.0,0
3033136,1106111,100.0,0
3033137,1106113,50.0,0
3033138,1106116,50.0,0
3033139,1106123,100.0,0
3033140,1106128,75.0,0
3033141,1106135,100.0,0
3033142,1106135,100.0,0
3033143,1106152,100.0,0
3033144,1106155,90.0,1
3033145,1106158,45.0,0
3033146,1106163,59.0,1
3033147,1106203,100.0,0
3033148,1106212,723.15,0
3033149,1106226,30.95,0
3033150,1106240,150.0,0
3033151,1106264,40.0,0
3033152,1106306,59.0,0
3033153,1106309,24.0,0
3033154,1106315,200.0,0
3033155,1106316,109.0,0
3033156,1106350,84.27,0
3033157,1106351,57.95,0
3033158,1106355,1739.95,0
3033159,1106369,50.0,0
3033160,1106376,50.0,0
3033161,1106385,49.0,0
3033162,1106387,55.036,0
3033163,1106391,50.0,0
3033164,1106401,82.95,0
3033165,1106417,117.0,0
3033166,1106421,150.0,0
3033167,1106437,39.0,0
3033168,1106446,57.95,0
3033169,1106450,117.0,0
3033170,1106456,424.95,0
3033171,1106492,100.0,0
3033172,1106496,50.0,0
3033173,1106521,150.88,0
3033174,1106527,25.0,0
3033175,1106529,100.0,0
3033176,1106535,350.0,0
3033177,1106535,250.0,0
3033178,1106545,50.0,0
3033179,1106557,473.26,0
3033180,1106559,75.0,0
3033181,1106574,49.0,0
3033182,1106577,50.0,0
3033183,1106591,150.88,0
3033184,1106594,250.0,0
3033185,1106635,15.0,0
3033186,1106639,159.95,0
3033187,1106642,400.0,0
3033188,1106669,25.0,0
3033189,1106670,1332.5,0
3033190,1106684,13.526,0
3033191,1106686,82.95,0
3033192,1106692,305.0,0
3033193,1106700,10.844,0
3033194,1106714,25.0,0
3033195,1106729,81.95,0
3033196,1106743,450.0,0
3033197,1106745,285.25,0
3033198,1106749,200.0,0
3033199,1106750,39.0,0
3033200,1106776,50.0,0
3033201,1106784,59.0,0
3033202,1106786,50.0,0
3033203,1106786,250.0,0
3033204,1106787,107.95,0
3033205,1106803,250.0,0
3033206,1106807,13.526,0
3033207,1106816,13.494,0
3033208,1106827,78.97,0
3033209,1106829,300.0,0
3033210,1106833,40.0,0
3033211,1106840,100.0,0
3033212,1106853,107.95,0
3033213,1106866,317.5,1
3033214,1106873,82.95,0
3033215,1106896,107.95,0
3033216,1106897,59.0,0
3033217,1106901,102.0,0
3033218,1106907,150.0,0
3033219,1106915,450.0,0
3033220,1106921,50.0,0
3033221,1106921,25.0,0
3033222,1106931,57.95,0
3033223,1106947,105.5,0
3033224,1106952,77.0,0
3033225,1106956,21.97,0
3033226,1106957,213.0,0
3033227,1106957,200.0,0
3033228,1106961,300.0,0
3033229,1106968,57.95,0
3033230,1106968,59.0,0
3033231,1106989,97.0,0
3033232,1106998,25.0,0
3033233,1107004,100.0,0
3033234,1107020,54.5,0
3033235,1107039,107.95,0
3033236,1107053,682.95,0
3033237,1107069,226.0,0
3033238,1107071,344.95,0
3033239,1107095,150.0,0
3033240,1107110,159.95,0
3033241,1107127,75.0,0
3033242,1107132,39.0,0
3033243,1107142,82.95,0
3033244,1107150,108.5,0
3033245,1107155,117.0,0
3033246,1107184,67.95,0
3033247,1107190,57.95,0
3033248,1107196,445.0,0
3033249,1107224,51.0,0
3033250,1107226,95.95,0
3033251,1107226,24.0,0
3033252,1107251,981.71,0
3033253,1107261,161.0,0
3033254,1107270,200.0,0
3033255,1107273,159.95,0
3033256,1107292,25.0,0
3033257,1107307,94.213,0
3033258,1107308,25.0,0
3033259,1107320,47.95,0
3033260,1107363,75.0,0
3033261,1107384,14.283,0
3033262,1107400,134.95,0
3033263,1107410,150.0,0
3033264,1107419,59.0,0
3033265,1107427,300.0,0
3033266,1107432,59.0,0
3033267,1107434,445.0,0
3033268,1107461,50.0,0
3033269,1107481,88.5,0
3033270,1107487,25.0,0
3033271,1107500,59.0,0
3033272,1107530,50.0,0
3033273,1107535,100.0,0
3033274,1107623,25.95,0
3033275,1107635,117.0,0
3033276,1107636,50.0,0
3033277,1107637,347.95,0
3033278,1107639,150.0,0
3033279,1107653,27.97,0
3033280,1107656,39.0,0
3033281,1107656,171.0,0
3033282,1107667,300.0,0
3033283,1107682,34.0,0
3033284,1107689,25.95,0
3033285,1107708,125.0,0
3033286,1107717,14.283,0
3033287,1107720,54.5,1
3033288,1107772,26.585,1
3033289,1107780,29.0,0
3033290,1107799,56.95,0
3033291,1107818,59.0,0
3033292,1107860,57.95,0
3033293,1107879,67.95,0
3033294,1107881,87.0,0
3033295,1107890,474.95,0
3033296,1107894,39.0,0
3033297,1107901,504.15,0
3033298,1107919,677.97,0
3033299,1107951,300.0,0
3033300,1107954,150.0,0
3033301,1107957,445.0,0
3033302,1107969,97.95,0
3033303,1107974,47.95,0
3033304,1107994,53.97,0
3033305,1107997,35.95,0
3033306,1107999,50.0,0
3033307,1108000,29.0,0
3033308,1108001,49.0,0
3033309,1108007,150.0,0
3033310,1108025,100.0,0
3033311,1108028,200.0,0
3033312,1108057,100.0,0
3033313,1108059,107.95,0
3033314,1108059,108.95,0
3033315,1108061,150.0,1
3033316,1108075,150.0,0
3033317,1108080,50.0,0
3033318,1108083,1288.95,0
3033319,1108083,67.95,0
3033320,1108089,226.0,0
3033321,1108095,280.0,1
3033322,1108102,100.0,0
3033323,1108112,59.0,0
3033324,1108138,55.968,0
3033325,1108143,50.0,0
3033326,1108156,39.0,0
3033327,1108171,117.0,0
3033328,1108187,30.0,0
3033329,1108231,82.0,0
3033330,1108242,600.0,0
3033331,1108251,100.0,0
3033332,1108255,42.95,0
3033333,1108260,32.415,0
3033334,1108264,905.56,0
3033335,1108274,100.0,0
3033336,1108292,94.213,0
3033337,1108293,554.0,0
3033338,1108298,24.952,0
3033339,1108301,57.95,0
3033340,1108332,59.0,0
3033341,1108335,59.0,0
3033342,1108335,341.95,0
3033343,1108346,15.0,0
3033344,1108372,75.0,0
3033345,1108384,250.0,0
3033346,1108386,28.275,0
3033347,1108390,100.0,0
3033348,1108394,30.0,0
3033349,1108397,214.0,0
3033350,1108417,295.91,0
3033351,1108426,100.0,0
3033352,1108428,25.0,0
3033353,1108429,59.0,0
3033354,1108433,50.0,0
3033355,1108441,125.0,0
3033356,1108442,34.026,0
3033357,1108445,57.95,0
3033358,1108453,50.0,0
3033359,1108455,15.0,0
3033360,1108479,24.952,0
3033361,1108479,226.0,0
3033362,1108480,100.0,0
3033363,1108536,24.0,0
3033364,1108556,200.0,0
3033365,1108562,50.0,0
3033366,1108575,200.0,0
3033367,1108592,59.0,0
3033368,1108597,75.0,0
3033369,1108611,39.0,0
3033370,1108614,200.0,0
3033371,1108620,527.0,0
3033372,1108629,32.86,0
3033373,1108642,100.0,0
3033374,1108668,57.95,0
3033375,1108674,18.714,0
3033376,1108679,60.0,0
3033377,1108689,31.191,0
3033378,1108710,75.0,0
3033379,1108724,335.0,0
3033380,1108753,76.559,0
3033381,1108755,25.0,0
3033382,1108758,180.73,0
3033383,1108759,87.95,0
3033384,1108765,200.0,0
3033385,1108777,50.0,0
3033386,1108804,160.5,0
3033387,1108806,100.0,0
3033388,1108809,35.95,0
3033389,1108819,25.95,0
3033390,1108829,52.95,0
3033391,1108830,250.0,0
3033392,1108839,13.409,0
3033393,1108852,31.191,0
3033394,1108874,300.0,0
3033395,1108877,200.0,0
3033396,1108881,226.0,0
3033397,1108891,29.0,0
3033398,1108900,25.95,0
3033399,1108910,501.84,0
3033400,1108930,41.102,0
3033401,1108933,100.0,0
3033402,1108952,125.0,0
3033403,1108967,107.95,0
3033404,1108981,345.95,0
3033405,1109011,171.0,0
3033406,1109013,521.66,0
3033407,1109043,54.5,0
3033408,1109047,50.0,0
3033409,1109054,59.0,0
3033410,1109055,1436.27,0
3033411,1109063,150.0,0
3033412,1109074,250.0,0
3033413,1109099,141.0,0
3033414,1109112,100.0,0
3033415,1109125,171.0,0
3033416,1109127,50.0,0
3033417,1109137,29.0,0
3033418,1109172,19.5,0
3033419,1109193,100.0,0
3033420,1109198,171.0,0
3033421,1109204,49.0,0
3033422,1109213,77.0,0
3033423,1109214,107.95,0
3033424,1109216,40.0,0
3033425,1109219,100.0,0
3033426,1109226,59.0,0
3033427,1109232,35.95,0
3033428,1109274,554.0,0
3033429,1109289,300.0,0
3033430,1109305,65.879,0
3033431,1109315,100.0,0
3033432,1109326,100.0,0
3033433,1109332,59.0,0
3033434,1109342,107.95,0
3033435,1109349,159.0,0
3033436,1109367,150.0,0
3033437,1109394,41.95,0
3033438,1109399,100.0,0
3033439,1109407,59.0,0
3033440,1109413,57.017,0
3033441,1109422,150.0,0
3033442,1109450,35.95,0
3033443,1109452,100.0,0
3033444,1109462,554.0,0
3033445,1109481,50.0,0
3033446,1109494,41.95,0
3033447,1109498,134.95,0
3033448,1109505,44.0,0
3033449,1109519,223.406,0
3033450,1109538,40.0,0
3033451,1109546,40.0,0
3033452,1109549,54.5,0
3033453,1109558,117.0,0
3033454,1109566,59.0,0
3033455,1109573,60.0,0
3033456,1109575,160.5,0
3033457,1109603,108.5,0
3033458,1109614,129.95,0
3033459,1109688,15.0,0
3033460,1109735,50.0,0
3033461,1109736,50.0,0
3033462,1109751,31.191,0
3033463,1109764,53.753,0
3033464,1109774,39.95,0
3033465,1109790,10.0,0
3033466,1109800,554.0,0
3033467,1109800,150.0,0
3033468,1109816,38.012,0
3033469,1109827,49.0,0
3033470,1109834,161.0,0
3033471,1109851,226.0,0
3033472,1109857,186.0,0
3033473,1109877,108.95,0
3033474,1109880,150.0,0
3033475,1109894,196.0,0
3033476,1109934,100.0,0
3033477,1109971,62.95,0
3033478,1109985,60.0,0
3033479,1109994,44.0,0
3033480,1109994,100.0,0
3033481,1110002,171.0,0
3033482,1110014,100.0,0
3033483,1110015,226.0,0
3033484,1110021,102.0,0
3033485,1110040,80.92,0
3033486,1110057,125.0,0
3033487,1110065,100.0,0
3033488,1110113,59.0,0
3033489,1110124,125.0,0
3033490,1110125,226.0,0
3033491,1110140,65.95,0
3033492,1110141,49.0,0
3033493,1110169,100.0,0
3033494,1110178,34.5,0
3033495,1110179,37.195,0
3033496,1110189,100.0,0
3033497,1110192,125.0,0
3033498,1110193,25.0,0
3033499,1110217,100.0,0
3033500,1110227,50.0,0
3033501,1110228,100.0,0
3033502,1110231,141.0,0
3033503,1110246,99.95,0
3033504,1110250,9.158,0
3033505,1110277,44.5,0
3033506,1110285,125.0,0
3033507,1110313,113.044,0
3033508,1110322,100.0,0
3033509,1110345,108.51,0
3033510,1110348,117.0,0
3033511,1110372,97.0,0
3033512,1110385,173.0,0
3033513,1110386,44.0,0
3033514,1110396,200.0,0
3033515,1110399,25.0,0
3033516,1110432,159.95,0
3033517,1110437,30.95,0
3033518,1110440,75.0,0
3033519,1110451,50.0,0
3033520,1110456,30.0,0
3033521,1110480,311.95,0
3033522,1110520,280.0,0
3033523,1110536,15.0,0
3033524,1110556,382.5,0
3033525,1110560,200.0,0
3033526,1110579,100.0,0
3033527,1110603,42.95,0
3033528,1110606,107.95,0
3033529,1110654,36.438,0
3033530,1110672,134.95,0
3033531,1110688,29.0,0
3033532,1110706,30.0,0
3033533,1110722,117.0,0
3033534,1110724,664.0,0
3033535,1110730,107.95,0
3033536,1110742,117.0,0
3033537,1110796,49.0,0
3033538,1110808,75.0,0
3033539,1110818,100.0,0
3033540,1110831,100.0,0
3033541,1110839,46.64,0
3033542,1110874,77.0,0
3033543,1110935,100.0,0
3033544,1110953,611.95,0
3033545,1110954,300.0,0
3033546,1110960,50.0,0
3033547,1110972,100.0,0
3033548,1111023,50.0,0
3033549,1111066,75.0,0
3033550,1111067,160.5,0
3033551,1111099,140.95,0
3033552,1111104,150.0,0
3033553,1111108,39.178,0
3033554,1111124,67.95,0
3033555,1111136,117.0,0
3033556,1111167,88.0,0
3033557,1111173,97.0,0
3033558,1111179,160.5,0
3033559,1111187,50.0,0
3033560,1111222,300.0,0
3033561,1111232,50.838,0
3033562,1111286,25.0,0
3033563,1111311,57.95,0
3033564,1111336,280.45,0
3033565,1111352,815.95,0
3033566,1111358,15.0,0
3033567,1111383,40.0,0
3033568,1111395,3.816,0
3033569,1111408,100.0,0
3033570,1111414,134.95,0
3033571,1111482,300.0,0
3033572,1111495,128.99,0
3033573,1111502,305.97,0
3033574,1111506,100.0,0
3033575,1111526,39.0,0
3033576,1111527,325.0,0
3033577,1111538,59.0,0
3033578,1111658,87.0,0
3033579,1111666,92.0,0
3033580,1111679,9.794,0
3033581,1111695,100.0,0
3033582,1111696,100.0,0
3033583,1111703,325.0,0
3033584,1111711,300.0,0
3033585,1111713,24.136,0
3033586,1111718,19.5,0
3033587,1111744,92.0,0
3033588,1111745,20.0,0
3033589,1111747,20.352,0
3033590,1111752,24.0,0
3033591,1111758,29.0,0
3033592,1111771,49.5,0
3033593,1111835,107.95,0
3033594,1111843,57.95,0
3033595,1111864,54.0,0
3033596,1111884,100.0,0
3033597,1111886,117.0,0
3033598,1111932,100.0,0
3033599,1111934,226.0,0
3033600,1111941,25.0,0
3033601,1111951,117.0,0
3033602,1111980,44.0,0
3033603,1111986,100.0,0
3033604,1112034,39.0,0
3033605,1112044,25.0,0
3033606,1112044,51.421,0
3033607,1112053,78.5,0
3033608,1112060,163.765,0
3033609,1112074,97.0,0
3033610,1112113,100.0,0
3033611,1112119,370.0,0
3033612,1112119,10.785,0
3033613,1112131,125.0,0
3033614,1112133,75.0,0
3033615,1112155,77.0,0
3033616,1112167,550.0,0
3033617,1112172,47.806,0
